instance,solver,time,n,len,obj_sm,obj_lr_ub,obj_lr,power
15_29_29_0_15_15,RandomGenerator,0,6,1000,1.769765715741582,2.0151876431607363,2.0151876431607363,7.1818236106779345
15_30_16_0_18_0,RandomGenerator,0,6,1000,2.299879429868069,1.9084490977822728,1.9084490977822728,7.722351329544647
15_31_22_0_8_0,RandomGenerator,0,6,1000,3.31491080354651,3.147450603938088,3.147450603938088,8.977239121582551
15_32_0_0_0_0,RandomGenerator,0,6,1000,1.6116813044575593,0.997795647764428,0.997795647764428,7.107961018587994
15_32_18_10_0_0,RandomGenerator,0,6,1000,2.106750621791692,1.83198193132243,1.83198193132243,7.550261283222936
15_4_14_0_0_0,RandomGenerator,0,6,1000,1.5571104490870662,1.416461689448211,1.416461689448211,7.040091588716199
15_8_17_0_0_0,RandomGenerator,0,6,1000,1.6365634655244357,1.1841130413893488,1.1841130413893488,7.1131993099076185
16_0_0_0_0_0,RandomGenerator,0,6,1000,0.3770443116597631,0.2387560925497019,0.2387560925497019,5.798492991480083
16_0_0_0_10_0,RandomGenerator,0,6,1000,2.516450356528648,2.157426341651828,2.157426341651828,7.961012791046688
16_0_0_0_19_0,RandomGenerator,0,6,1000,1.7155540595186052,1.1842236321944395,1.1842236321944395,7.199865627096137
16_0_0_0_1_0,RandomGenerator,0,6,1000,1.361479354659459,1.283341318359101,1.283341318359101,6.745135258714762
16_0_0_0_21_0,RandomGenerator,0,6,1000,1.860525091458692,1.2657800390091571,1.2657800390091571,7.345026723186844
16_0_0_0_34_37,RandomGenerator,0,6,1000,3.700047506287896,3.3761552773223698,3.3761552773223698,9.235987835005993
16_0_0_0_9_0,RandomGenerator,0,6,1000,1.878360362458884,1.7533483945924897,1.7533483945924897,7.216381385009583
16_11_10_18_0_0,RandomGenerator,0,6,1000,1.647840529808519,1.4057892016195783,1.4057892016195783,7.136336667476658
16_12_14_0_12_0,RandomGenerator,0,6,1000,3.1646030509592338,3.18329277744006,3.18329277744006,8.52825568368158
16_13_27_37_6_0,RandomGenerator,0,6,1000,2.7885718620954454,2.667598440514668,2.667598440514668,8.103614936240042
16_18_23_0_13_30,RandomGenerator,0,6,1000,4.70094464408701,4.486423062906822,4.486423062906822,10.077111112103227
16_19_5_0_0_0,RandomGenerator,0,6,1000,1.2769393364512334,1.1042066335860825,1.1042066335860825,6.997913524908039
16_22_13_0_9_6,RandomGenerator,0,6,1000,4.236818607024637,4.163920146770242,4.163920146770242,9.953714963837617
16_23_0_0_32_0,RandomGenerator,0,6,1000,3.648650019054707,3.2693961910126355,3.2693961910126355,9.05346425764844
16_24_0_0_20_3,RandomGenerator,0,6,1000,4.070946402421534,3.692906256190105,3.692906256190105,9.380925944215509
16_26_11_36_0_0,RandomGenerator,0,6,1000,2.3584293532115628,1.8297127753955795,1.8297127753955795,7.519150967007795
16_27_0_0_0_0,RandomGenerator,0,6,1000,0.6158274609952228,0.5796917510141225,0.5796917510141225,6.053929699537075
16_27_10_0_37_0,RandomGenerator,0,6,1000,2.625810558389136,2.369279731846756,2.369279731846756,8.006498975340211
16_34_0_0_0_0,RandomGenerator,0,6,1000,1.2402486916556126,0.7563521803367372,0.7563521803367372,6.752970013210561
